學3-1.境外學位生數及其在學比率-以「系(所)」統計,,,,,,,,,,,
學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
106,公立,一般大學,0007,國立交通大學,05124034,生物資訊及系統生物研究所,博士班,7,3,4,20
106,公立,一般大學,0007,國立交通大學,05124035,跨領域神經科學博士學位學程(台灣聯合大學系統),博士班,1,1,0,33.33
106,公立,一般大學,0007,國立交通大學,05211043,環境科技博士學位學程(台灣聯合大學系統),博士班,1,1,0,100
106,公立,一般大學,0007,國立交通大學,05311036,應用化學系,學士班(日間),2,0,2,1.04
106,公立,一般大學,0007,國立交通大學,05311036,應用化學系,碩士班(日間),8,6,2,3.57
106,公立,一般大學,0007,國立交通大學,05311036,應用化學系,博士班,22,18,4,30.99
106,公立,一般大學,0007,國立交通大學,05311039,永續化學科技國際研究生博士學位學程,博士班,45,34,11,95.74
106,公立,一般大學,0007,國立交通大學,05331040,物理研究所,碩士班(日間),5,2,3,7.69
106,公立,一般大學,0007,國立交通大學,05331040,物理研究所,博士班,1,1,0,11.11
106,公立,一般大學,0007,國立交通大學,05331041,電子物理學系,學士班(日間),11,9,2,4.82
106,公立,一般大學,0007,國立交通大學,05331041,電子物理學系,碩士班(日間),5,4,1,3.13
106,公立,一般大學,0007,國立交通大學,05331041,電子物理學系,博士班,6,3,3,7.23
106,公立,一般大學,0007,國立交通大學,05411045,應用數學系,學士班(日間),20,15,5,9.01
106,公立,一般大學,0007,國立交通大學,05411045,應用數學系,碩士班(日間),1,0,1,1.20
106,公立,一般大學,0007,國立交通大學,05411045,應用數學系,博士班,1,1,0,5.56
106,公立,一般大學,0007,國立交通大學,05421047,統計學研究所,碩士班(日間),2,0,2,4.26
106,公立,一般大學,0007,國立交通大學,05421047,統計學研究所,博士班,2,2,0,20
106,公立,一般大學,0007,國立交通大學,06121048,網路與資訊系統博士學位學程,博士班,1,1,0,12.50
106,公立,一般大學,0007,國立交通大學,06121060,網路工程研究所,碩士班(日間),5,5,0,4
106,公立,一般大學,0007,國立交通大學,06131058,資訊工程學系,學士班(日間),96,76,20,12.05
106,公立,一般大學,0007,國立交通大學,06131061,資訊科學與工程研究所,碩士班(日間),25,22,3,5.95
106,公立,一般大學,0007,國立交通大學,06131061,資訊科學與工程研究所,博士班,11,9,2,7.19
106,公立,一般大學,0007,國立交通大學,06132049,多媒體工程研究所,碩士班(日間),8,5,3,6.25
106,公立,一般大學,0007,國立交通大學,06133082,聲音與音樂創意科技碩士學位學程,碩士班(日間),1,0,1,4.35
106,公立,一般大學,0007,國立交通大學,07112072,材料科學與工程學系,學士班(日間),18,13,5,8.70
106,公立,一般大學,0007,國立交通大學,07112072,材料科學與工程學系,碩士班(日間),8,5,3,4.30
106,公立,一般大學,0007,國立交通大學,07112072,材料科學與工程學系,博士班,35,26,9,22.73
106,公立,一般大學,0007,國立交通大學,07121076,環境工程研究所,碩士班(日間),11,6,5,15.49
106,公立,一般大學,0007,國立交通大學,07121076,環境工程研究所,博士班,13,5,8,43.33
106,公立,一般大學,0007,國立交通大學,07132081,照明與能源光電研究所,碩士班(日間),1,1,0,1.14
106,公立,一般大學,0007,國立交通大學,07141050,電機工程學系,學士班(日間),62,59,3,8.58
106,公立,一般大學,0007,國立交通大學,07141050,電機工程學系,碩士班(日間),12,12,0,7.89
106,公立,一般大學,0007,國立交通大學,07141051,電子工程學系,學士班(日間),33,27,6,9.40
106,公立,一般大學,0007,國立交通大學,07141053,電子研究所,碩士班(日間),13,9,4,2.50
106,公立,一般大學,0007,國立交通大學,07141053,電子研究所,博士班,3,3,0,1.81
106,公立,一般大學,0007,國立交通大學,07141054,光電博士學位學程(台灣聯合大學系統),博士班,3,3,0,100
106,公立,一般大學,0007,國立交通大學,07141055,光電工程學系,學士班(日間),8,7,1,5.52
106,公立,一般大學,0007,國立交通大學,07141055,光電工程學系,碩士班(日間),4,3,1,1.80
106,公立,一般大學,0007,國立交通大學,07141055,光電工程學系,博士班,2,2,0,2.53
106,公立,一般大學,0007,國立交通大學,07141062,電信工程研究所,碩士班(日間),4,3,1,1.63
106,公立,一般大學,0007,國立交通大學,07141062,電信工程研究所,博士班,3,3,0,4.17
106,公立,一般大學,0007,國立交通大學,07141064,電控工程研究所,碩士班(日間),3,3,0,1.29
106,公立,一般大學,0007,國立交通大學,07141064,電控工程研究所,博士班,3,3,0,6.12
106,公立,一般大學,0007,國立交通大學,07141065,光電系統博士學位學程,博士班,1,0,1,7.14
106,公立,一般大學,0007,國立交通大學,07141066,國際半導體產業學院博士班,博士班,5,4,1,20
106,公立,一般大學,0007,國立交通大學,07141066,國際半導體產業學院碩士班,碩士班(日間),2,2,0,5.71
106,公立,一般大學,0007,國立交通大學,07141068,電機資訊國際博士學位學程,博士班,73,60,13,100
106,公立,一般大學,0007,國立交通大學,07141068,電機資訊國際碩士學位學程,碩士班(日間),58,42,16,81.69
106,公立,一般大學,0007,國立交通大學,07141074,奈米科學及工程學士學位學程,學士班(日間),1,1,0,1.03
106,公立,一般大學,0007,國立交通大學,07151070,機械工程學系,學士班(日間),32,28,4,7.86
106,公立,一般大學,0007,國立交通大學,07151070,機械工程學系,碩士班(日間),16,15,1,5.41
106,公立,一般大學,0007,國立交通大學,07151070,機械工程學系,博士班,8,8,0,10.96
106,公立,一般大學,0007,國立交通大學,07191075,工業工程與管理學系,學士班(日間),24,16,8,11.27
106,公立,一般大學,0007,國立交通大學,07191075,工業工程與管理學系,碩士班(日間),6,4,2,4.96
106,公立,一般大學,0007,國立交通大學,07191075,工業工程與管理學系,博士班,1,1,0,3.57
106,公立,一般大學,0007,國立交通大學,07193077,生醫工程研究所,碩士班(日間),1,1,0,0.70
106,公立,一般大學,0007,國立交通大學,07193079,影像與生醫光電研究所,碩士班(日間),2,2,0,2.44
106,公立,一般大學,0007,國立交通大學,07321071,土木工程學系,學士班(日間),32,27,5,9.28
106,公立,一般大學,0007,國立交通大學,07321071,土木工程學系,碩士班(日間),9,7,2,4.57
106,公立,一般大學,0007,國立交通大學,07321071,土木工程學系,博士班,5,3,2,8.62
106,公立,一般大學,0007,國立交通大學,10411086,運輸與物流管理學系,學士班(日間),18,12,6,8.74
106,公立,一般大學,0007,國立交通大學,10411086,運輸與物流管理學系,碩士班(日間),7,2,5,4.79
106,公立,一般大學,0007,國立交通大學,10411086,運輸與物流管理學系,博士班,3,3,0,13.64
106,公立,一般大學,0008,國立中央大學,01115001,學習與教學研究所,碩士班(日間),1,0,1,4
106,公立,一般大學,0008,國立中央大學,01115001,學習與教學研究所,博士班,2,0,2,7.41
106,公立,一般大學,0008,國立中央大學,02191004,藝術學研究所,碩士班(日間),2,1,1,6.45
106,公立,一般大學,0008,國立中央大學,02221010,歷史研究所,碩士班(日間),2,0,2,4
106,公立,一般大學,0008,國立中央大學,02231011,哲學研究所,碩士班(日間),5,2,3,23.81
106,公立,一般大學,0008,國立中央大學,02231011,哲學研究所,博士班,6,3,3,17.65
106,公立,一般大學,0008,國立中央大學,02299012,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),8,3,5,50
106,公立,一般大學,0008,國立中央大學,02311007,英美語文學系,學士班(日間),6,1,5,2.60
106,公立,一般大學,0008,國立中央大學,02311007,英美語文學系,碩士班(日間),1,0,1,4.76
106,公立,一般大學,0008,國立中央大學,02311008,法國語文學系,學士班(日間),6,1,5,2.88
106,公立,一般大學,0008,國立中央大學,02311008,法國語文學系,碩士班(日間),1,0,1,5
106,公立,一般大學,0008,國立中央大學,02322006,中國文學系,學士班(日間),13,4,9,6.13
106,公立,一般大學,0008,國立中央大學,02322006,中國文學系,碩士班(日間),11,5,6,18.03
106,公立,一般大學,0008,國立中央大學,02322006,中國文學系,博士班,4,2,2,10.53
106,公立,一般大學,0008,國立中央大學,03111013,經濟學系,學士班(日間),17,12,5,6.20
106,公立,一般大學,0008,國立中央大學,03131017,認知神經科學研究所,碩士班(日間),4,1,3,17.39
106,公立,一般大學,0008,國立中央大學,03131017,認知神經科學研究所,博士班,6,5,1,42.86
106,公立,一般大學,0008,國立中央大學,03199020,客家語文暨社會科學學系,學士班(日間),2,2,0,2.67
106,公立,一般大學,0008,國立中央大學,04111022,會計研究所,碩士班(日間),2,1,1,6.67
106,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,學士班(日間),12,5,7,4.44
106,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,碩士班(日間),5,4,1,8.47
106,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,博士班,1,1,0,25
106,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),17,5,12,3.93
106,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,碩士班(日間),13,8,5,9.09
106,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,博士班,22,15,7,21.36
106,公立,一般大學,0008,國立中央大學,04199027,人力資源管理研究所,碩士班(日間),5,1,4,8.93
106,公立,一般大學,0008,國立中央大學,04211030,法律與政府研究所,碩士班(日間),1,1,0,2.13
106,公立,一般大學,0008,國立中央大學,05111031,生命科學系,學士班(日間),11,4,7,6.67
106,公立,一般大學,0008,國立中央大學,05111031,生命科學系,碩士班(日間),14,3,11,21.88
106,公立,一般大學,0008,國立中央大學,05111031,生命科學系,博士班,15,6,9,39.47
106,公立,一般大學,0008,國立中央大學,05121074,生醫科學與工程學系,碩士班(日間),21,11,10,26.58
106,公立,一般大學,0008,國立中央大學,05121074,生醫科學與工程學系,博士班,9,5,4,18.37
106,公立,一般大學,0008,國立中央大學,05211048,遙測科技碩士學位學程,碩士班(日間),12,5,7,42.86
106,公立,一般大學,0008,國立中央大學,05211049,環境科技博士學位學程（台灣聯合大學系統）,博士班,3,2,1,100
106,公立,一般大學,0008,國立中央大學,05311035,化學學系,學士班(日間),2,1,1,1.20
106,公立,一般大學,0008,國立中央大學,05311035,化學學系,碩士班(日間),3,2,1,2.33
106,公立,一般大學,0008,國立中央大學,05311035,化學學系,博士班,9,6,3,45
106,公立,一般大學,0008,國立中央大學,05321036,地球科學學系,學士班(日間),11,10,1,5.45
106,公立,一般大學,0008,國立中央大學,05321036,地球科學學系地球物理博士班,博士班,9,6,3,39.13
106,公立,一般大學,0008,國立中央大學,05321036,地球科學學系地球物理碩士班,碩士班(日間),16,7,9,28.57
106,公立,一般大學,0008,國立中央大學,05321037,應用地質研究所,碩士班(日間),17,9,8,35.42
106,公立,一般大學,0008,國立中央大學,05321037,應用地質研究所,博士班,3,3,0,33.33
106,公立,一般大學,0008,國立中央大學,05321039,水文與海洋科學研究所,碩士班(日間),3,0,3,11.54
106,公立,一般大學,0008,國立中央大學,05321039,水文與海洋科學研究所,博士班,7,5,2,77.78
106,公立,一般大學,0008,國立中央大學,05321041,地球系統科學國際研究生博士學位學程,博士班,28,18,10,71.79
106,公立,一般大學,0008,國立中央大學,05322044,大氣科學學系,學士班(日間),14,9,5,4.70
106,公立,一般大學,0008,國立中央大學,05322044,大氣科學學系大氣物理博士班,博士班,7,5,2,31.82
106,公立,一般大學,0008,國立中央大學,05322044,大氣科學學系大氣物理碩士班,碩士班(日間),3,2,1,5.66
106,公立,一般大學,0008,國立中央大學,05331042,物理學系,學士班(日間),8,7,1,3.67
106,公立,一般大學,0008,國立中央大學,05331042,物理學系,碩士班(日間),18,9,9,20.22
106,公立,一般大學,0008,國立中央大學,05331042,物理學系,博士班,27,17,10,52.94
106,公立,一般大學,0008,國立中央大學,05332045,天文研究所,碩士班(日間),3,2,1,10.71
106,公立,一般大學,0008,國立中央大學,05332045,天文研究所,博士班,5,2,3,35.71
106,公立,一般大學,0008,國立中央大學,05399050,理學院學士班,學士班(日間),1,0,1,1.41
106,公立,一般大學,0008,國立中央大學,05411051,數學系,學士班(日間),5,5,0,1.64
106,公立,一般大學,0008,國立中央大學,05411051,數學系,碩士班(日間),1,1,0,1.47
106,公立,一般大學,0008,國立中央大學,05411051,數學系,博士班,1,1,0,10
106,公立,一般大學,0008,國立中央大學,05421052,統計研究所,碩士班(日間),3,2,1,5.66
106,公立,一般大學,0008,國立中央大學,05421052,統計研究所,博士班,1,0,1,33.33
106,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,學士班(日間),20,13,7,4.71
106,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,碩士班(日間),3,2,1,2.65
106,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,博士班,2,2,0,8.33
106,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,學士班(日間),30,24,6,6.32
106,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,碩士班(日間),31,21,10,11.19
106,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,博士班,32,22,10,38.10
106,公立,一般大學,0008,國立中央大學,06132002,網路學習科技研究所,碩士班(日間),8,4,4,17.78
106,公立,一般大學,0008,國立中央大學,06132002,網路學習科技研究所,博士班,7,3,4,33.33
106,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,學士班(日間),5,3,2,2.40
106,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,碩士班(日間),8,4,4,5.84
106,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,博士班,6,4,2,17.65
106,公立,一般大學,0008,國立中央大學,07112070,材料科學與工程研究所,碩士班(日間),2,1,1,4.55
