學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,806,303,503
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),5795,2425,3370
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),1325,569,756
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士班(日間),65,39,26
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士在職專班,106,66,40
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,附設進專,398,204,194
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,附設進院,779,290,489
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,二專(進修),61,39,22
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,五專,108,79,29
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學士班(日間),706,440,266
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學士班(進修),720,503,217
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,碩士班(日間),27,18,9
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,碩士在職專班,28,12,16
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,1625,280,1345
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),5553,1336,4217
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),2032,650,1382
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士班(日間),174,43,131
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士在職專班,53,15,38
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,二專(進修),234,102,132
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,603,525,78
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),2271,1449,822
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(進修),1151,660,491
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,碩士班(日間),41,35,6
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,碩士在職專班,66,48,18
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,附設進專,77,40,37
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,附設進院,132,82,50
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,1293,166,1127
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),1551,566,985
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(進修),96,9,87
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,碩士班(日間),39,16,23
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,附設進院,62,5,57
107,私立,技專校院,1078,致理學校財團法人致理科技大學,二專(日間),1,0,1
107,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,1614,325,1289
107,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),6584,2033,4551
107,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),3213,1234,1979
107,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士班(日間),47,10,37
107,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士在職專班,50,15,35
107,私立,技專校院,1078,致理學校財團法人致理科技大學,附設進專,2,1,1
107,私立,技專校院,1078,致理學校財團法人致理科技大學,附設進院,2,2,0
107,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(日間),1,0,1
107,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(進修),273,61,212
107,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,2863,637,2226
107,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),607,287,320
107,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(進修),343,222,121
107,私立,一般大學,1079,康寧學校財團法人康寧大學,碩士班(日間),96,28,68
107,私立,一般大學,1079,康寧學校財團法人康寧大學,碩士在職專班,121,42,79
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,二專(進修),185,89,96
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,1332,812,520
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),2685,1597,1088
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),2142,1323,819
107,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,1193,547,646
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),1262,681,581
107,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(進修),182,87,95
107,私立,技專校院,1081,東方學校財團法人東方設計大學,碩士班(日間),125,53,72
107,私立,技專校院,1081,東方學校財團法人東方設計大學,碩士在職專班,39,12,27
107,私立,技專校院,1081,東方學校財團法人東方設計大學,博士班,31,18,13
107,私立,技專校院,1081,東方學校財團法人東方設計大學,附設進專,459,225,234
107,私立,技專校院,1081,東方學校財團法人東方設計大學,附設進院,309,142,167
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,五專,155,71,84
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),2174,985,1189
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,碩士班(日間),86,45,41
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,附設進專,466,249,217
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,附設進院,536,230,306
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(日間),73,69,4
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),85,78,7
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,1058,645,413
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),3244,1776,1468
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),263,107,156
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,碩士班(日間),133,74,59
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,附設進專,51,15,36
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,附設進院,40,8,32
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),588,292,296
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,碩士班(日間),73,38,35
107,私立,技專校院,1148,大漢技術學院,二專(進修),142,74,68
107,私立,技專校院,1148,大漢技術學院,學士班(日間),326,197,129
107,私立,技專校院,1148,大漢技術學院,學士班(進修),609,363,246
107,私立,技專校院,1148,大漢技術學院,碩士班(日間),86,62,24
107,私立,技專校院,1159,和春技術學院,二專(進修),241,171,70
107,私立,技專校院,1159,和春技術學院,五專,190,106,84
107,私立,技專校院,1159,和春技術學院,學士班(日間),398,274,124
107,私立,技專校院,1159,和春技術學院,學士班(進修),602,381,221
107,私立,技專校院,1159,和春技術學院,碩士班(日間),15,14,1
107,私立,技專校院,1159,和春技術學院,附設進專,53,32,21
107,私立,技專校院,1159,和春技術學院,附設進院,54,33,21
107,私立,技專校院,1166,亞東技術學院,學士班(日間),4367,3032,1335
107,私立,技專校院,1166,亞東技術學院,學士班(進修),112,2,110
107,私立,技專校院,1166,亞東技術學院,碩士班(日間),43,31,12
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,二專(進修),37,29,8
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,327,181,146
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),1763,1015,748
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),857,598,259
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,碩士班(日間),26,21,5
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,附設進專,146,91,55
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,附設進院,813,319,494
107,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1455,773,682
107,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),739,253,486
107,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),85,42,43
107,私立,一般大學,1176,稻江科技暨管理學院,碩士在職專班,55,34,21
107,私立,技專校院,1182,蘭陽技術學院,五專,405,239,166
107,私立,技專校院,1182,蘭陽技術學院,學士班(日間),516,302,214
107,私立,技專校院,1182,蘭陽技術學院,附設進專,124,78,46
107,私立,技專校院,1182,蘭陽技術學院,附設進院,268,147,121
107,私立,技專校院,1183,黎明技術學院,二專(進修),62,2,60
107,私立,技專校院,1183,黎明技術學院,五專,583,494,89
107,私立,技專校院,1183,黎明技術學院,學士班(日間),3326,1771,1555
107,私立,技專校院,1183,黎明技術學院,學士班(進修),954,576,378
107,私立,技專校院,1185,經國管理暨健康學院,五專,1305,346,959
107,私立,技專校院,1185,經國管理暨健康學院,學士班(日間),2059,703,1356
107,私立,技專校院,1185,經國管理暨健康學院,學士班(進修),297,78,219
107,私立,技專校院,1185,經國管理暨健康學院,碩士班(日間),26,6,20
107,私立,技專校院,1185,經國管理暨健康學院,碩士在職專班,45,8,37
107,私立,技專校院,1185,經國管理暨健康學院,附設進專,277,62,215
107,私立,技專校院,1185,經國管理暨健康學院,附設進院,605,113,492
107,私立,技專校院,1188,大同技術學院,二專(進修),6,3,3
107,私立,技專校院,1188,大同技術學院,五專,135,76,59
107,私立,技專校院,1188,大同技術學院,學士班(日間),1110,519,591
107,私立,技專校院,1188,大同技術學院,學士班(進修),552,177,375
107,私立,技專校院,1188,大同技術學院,附設進專,88,26,62
107,私立,技專校院,1192,臺灣觀光學院,二專(日間),1,1,0
107,私立,技專校院,1192,臺灣觀光學院,二專(進修),39,15,24
107,私立,技專校院,1192,臺灣觀光學院,五專,133,51,82
107,私立,技專校院,1192,臺灣觀光學院,學士班(日間),413,217,196
107,私立,技專校院,1192,臺灣觀光學院,學士班(進修),137,54,83
107,私立,技專校院,1192,臺灣觀光學院,碩士班(日間),28,13,15
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),661,254,407
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,碩士班(日間),47,19,28
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),57,21,36
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,碩士班(日間),206,54,152
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,博士班,17,7,10
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),42,19,23
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),302,148,154
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,3932,448,3484
107,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),352,202,150
107,私立,技專校院,1283,仁德醫護管理專科學校,五專,6073,1308,4765
107,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),529,340,189
107,私立,技專校院,1284,樹人醫護管理專科學校,五專,6620,1548,5072
107,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),96,36,60
107,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),267,97,170
107,私立,技專校院,1285,慈惠醫護管理專科學校,五專,4677,1059,3618
107,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),106,1,105
107,私立,技專校院,1286,耕莘健康管理專科學校,五專,4987,506,4481
107,私立,技專校院,1287,敏惠醫護管理專科學校,五專,3869,470,3399
107,私立,技專校院,1289,育英醫護管理專科學校,五專,2013,202,1811
107,私立,技專校院,1291,聖母醫護管理專科學校,五專,2777,588,2189
107,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),94,35,59
107,私立,技專校院,1292,新生醫護管理專科學校,五專,5964,723,5241
107,私立,技專校院,1293,崇仁醫護管理專科學校,五專,3392,418,2974
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,碩士班(日間),31,13,18
107,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),89,37,52
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),61,26,35
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士班(日間),37,13,24
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士在職專班,30,14,16
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士班(日間),93,39,54
107,私立,宗教研修學院,1R06,一貫道崇德學院,碩士班(日間),50,24,26
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,碩士班(日間),47,16,31
107,公立,一般大學,3002,臺北市立大學,學士班(日間),5304,2373,2931
107,公立,一般大學,3002,臺北市立大學,碩士班(日間),1187,388,799
107,公立,一般大學,3002,臺北市立大學,碩士在職專班,1036,287,749
107,公立,一般大學,3002,臺北市立大學,博士班,247,103,144
 ,,,,,,,,
統計說明,,,,,,,,
一、學年度：係指【學年度】為篩選條件。,,,,,,,,
二、設立別：係指【公立、私立】大學校院等分類。,,,,,,,,
三、學校類別：係指【一般大學、技專校院、宗教研修學院】等。,,,,,,,,
四、學校名稱：係指【學校校名】。,,,,,,,,
五、學制班別：,,,,,,,,
1.	係指【二專(日間)、二專(進修)、五專(含七)、學士班(日間)、學士班(進修)、碩士班(日間)、碩士在職專班、博士班、附設進院、附設進專】；其中學士班(日間)及學士班(進修)包含大學四年制(或四技)、大學二年制(或二技)及學士後第二專長學位學程。,,,,,,,,
2.	本表「五專(含七)」包括五專及七年一貫制，其中「七年一貫」係指：,,,,,,,,
(1)	藝術大學藝術類科「七年一貫」學制之前3年(後四年歸屬為「大學四年制」)。,,,,,,,,
(2)	技專校院「七年一貫」學制之前5年(後二年歸屬為「二技」)。,,,,,,,,
六、在學學生數：,,,,,,,,
1.	係指學校當學年度(10月15日)具備正式學籍之在學學生【男、女】總人數，包括本國籍學生、僑生、外國學生(含雙聯學制學生)、大陸地區來臺就讀之學位生等；但不包括選讀生、休退學生、學分班、交換生(非學位生)、保留入學資格或無學籍學生等。,,,,,,,,
2.	本表106學年度在學學生數不包括「附設進修專校及附設進修學院」人數，若須查詢請見網址：http://stats.moe.gov.tw/files/ebook/higher/106/106_highera-temp.xls。自107學年度起將增列「附設進修專校及附設進修學院」等二類學制班別之在學學生人數(不含國立臺北商業大學附設空中進修學院及國立臺中科技大學附設空中進修學院)。,,,,,,,,
七、資料來源：資料由【教育部高教司大學校院校務資料庫】之「學1.正式學籍在學學生人數統計表」、【教育部技職司技專校院校務資料庫】之「表4-2 各年級實際在學學生人數」產出，並由【教育部統計處】彙整提供，以每年10月15日為統計基準日。,,,,,,,,
